번호,구분,화장실명,소재지도로명주소,소재지지번주소,남녀공용화장실여부,남성용-대변기수,남성용-소변기수,남성용-장애인용대변기수,남성용-장애인용소변기수,남성용-어린이용대변기수,남성용-어린이용소변기수,여성용-대변기수,여성용-장애인용대변기수,여성용-어린이용대변기수,관리기관명,전화번호,개방시간,설치연월,WGS84위도,WGS84경도,화장실소유구분,화장실설치장소유형,오물처리방식,비상벨설치여부,비상벨설치장소,화장실입구CCTV설치유무,기저귀교환대유무,기저귀교환대장소,리모델링연월,데이터기준일자
727,간이화장실,제도생태공원,,부산광역시 강서구 강동동 4765번지 1호,N,1,1,0,0,0,0,1,0,0,청소행정과,051-970-4612,24시간,,,,지방자치단체,기타,수거식,N,없음,Y,N,없음,,2021-10-20
728,간이화장실,강동조정경기장입구,,부산광역시 강서구 강동동 3352번지 2호,N,1,1,0,0,0,0,1,0,0,청소행정과,051-970-4612,24시간,,,,지방자치단체,관광·체육시설,수거식,N,없음,N,N,없음,,2021-10-20
729,간이화장실,맥도생태공원,,부산광역시 강서구 대저2동 1200번지 45호,N,2,2,0,0,0,0,2,0,0,청소행정과,051-970-4612,24시간,,,,지방자치단체,기타,수거식,N,없음,N,N,없음,,2021-10-20
730,간이화장실,제방변(등구마을),,부산광역시 강서구 대저2동 1200번지 7호,N,2,2,0,0,0,0,2,0,0,청소행정과,051-970-4612,24시간,,,,지방자치단체,기타,수거식,Y,남자화장실+여자화장실,N,N,없음,,2021-10-20
731,공중화장실,덕두시장,,부산광역시 강서구 대저2동 2012번지 7호,N,1,1,0,0,0,0,2,0,0,청소행정과,051-970-4612,24시간,,,,지방자치단체,상업시설,수세식,Y,남자화장실+여자화장실,N,N,없음,,2021-10-20
732,공중화장실,사덕시장,"부산광역시 강서구 대저로277번길 9, 사덕시장 (대저1동)",부산광역시 강서구 대저1동 2343번지 20호 사덕시장,N,1,2,0,0,0,0,2,0,0,청소행정과,051-970-4612,24시간,,,,지방자치단체,상업시설,수세식,Y,남자화장실+여자화장실,N,N,없음,,2021-10-20
733,간이화장실,숭림사 공중화장실,,부산광역시 강서구 녹산동 145-4,N,1,2,0,0,0,0,3,0,0,강서구청 청소행정과,051-970-4612,상시,,,,지방자치단체,기타,수세식,Y,남자화장실+여자화장실,N,N,없음,,2021-10-20
734,개방화장실,경전철서부산유통지구역,부산광역시 강서구 유통단지1로 57번길 7,,N,3,3,1,1,0,0,5,1,0,경전철서부산유통지구역,,정시,,,,공공기관,교통시설,수세식,Y,남자화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2021-10-20
735,개방화장실,영주시장,"부산광역시 중구 대영로242번길 3, 영주시장 (영주동)",부산광역시 중구 영주동 601 영주시장,Y,3,3,0,0,0,0,3,0,0,영주시장,,09시~ 20시,,,,민간,상업시설,수세식,N,없음,N,N,없음,2020-09,2021-10-25
736,개방화장실,영주 공영주차장,부산광역시 중구 동영로 58 (영주동),부산광역시 중구 영주동 462-51,Y,1,1,0,0,0,0,1,0,0,중구청 교통행정과,,상시,,,,지방자치단체,교통시설,수세식,N,없음,Y,N,없음,,2021-10-25
737,공중화장실,유라리광장 공중화장실,부산광역시 중구 용미길9번길 6-14 (남포동1가),부산광역시 중구 남포동1가 62-29,Y,3,4,1,1,1,1,9,1,1,중구청,051-600-4441,06:00~20:00,,35.09665141,129.0351256,지방자치단체,공공용시설,수세식,Y,남자화장실+여자화장실,Y,Y,남자화장실+여자화장실,,2021-10-25
738,공중화장실,복병산체육공원 공중화장실,부산광역시 중구 샘길 10 (대청동1가),부산광역시 중구 대청동1가 6-4,Y,1,1,0,0,0,0,2,0,0,중구청,051-600-4441,상시,,35.10612061,129.0330468,지방자치단체,관광·체육시설,수세식,Y,남자화장실+여자화장실,N,N,없음,,2021-10-25
739,개방화장실,지하철 중앙동역,,부산광역시 중구 중앙동4가 89,Y,4,7,1,1,0,0,3,1,0,부산교통공사,,05:00~12:00,,,,공공기관,교통시설,수세식,N,없음,Y,N,없음,,2021-10-25
740,개방화장실,지하철 남포동역,,부산광역시 중구 남포동1가 15,Y,5,9,1,1,0,0,10,1,0,부산교통공사,,05:00~12:00,,,,공공기관,교통시설,수세식,N,없음,Y,N,없음,,2021-10-25
741,개방화장실,지하철 자갈치역,,부산광역시 중구 남포동6가 117,Y,5,4,1,1,0,0,9,1,0,부산교통공사,,05:00~12:00,,,,공공기관,교통시설,수세식,N,없음,Y,N,없음,,2021-10-25
742,개방화장실,광복지하상가,"부산광역시 중구 중앙대로 지하 17, 광복지하도상가 (중앙동6가)",부산광역시 중구 중앙동6가 9-1,Y,9,12,1,1,0,0,10,1,0,시설관리공단,,09~18,,35.09972606,129.0363261,공공기관,상업시설,수세식,N,없음,Y,N,없음,,2021-10-25
743,개방화장실,남포지하상가,"부산광역시 중구 구덕로 지하 44, 남포지하도상가 (남포동5가)",부산광역시 중구 남포동5가 83-2,Y,12,21,0,0,0,0,22,0,0,시설관리공단,,09~18,,35.09800097,129.0306204,공공기관,상업시설,수세식,N,없음,Y,N,없음,,2021-10-25
744,개방화장실,국제지하도상가,"부산광역시 중구 중구로 지하 31, 국제지하도상가 (신창동4가)",부산광역시 중구 신창동4가 56-4,Y,4,8,0,0,0,0,6,0,0,시설관리공단,,09~18,,35.1005816,129.0278472,공공기관,상업시설,수세식,N,없음,Y,N,없음,,2021-10-25
745,개방화장실,자갈치시장,"부산광역시 중구 자갈치해안로 52, 자갈치시장 (남포동4가)",부산광역시 중구 남포동4가 37-14,Y,14,15,1,1,0,0,13,1,0,자갈치어패류조합,,09~18,,35.09661378,129.0305837,지방자치단체,상업시설,수세식,N,없음,Y,N,없음,,2021-10-25
746,개방화장실,(구)연안여객터미널,부산광역시 중구 대교로 122 (중앙동6가),부산광역시 중구 중앙동6가 8,Y,23,29,0,0,0,0,27,0,0,부산항만공사,,09~18,,35.10095711,129.0385963,공공기관,교통시설,수세식,N,없음,Y,N,없음,,2021-10-25
747,개방화장실,연안여객터미널,부산광역시 중구 충장대로 24 (중앙동4가),부산광역시 중구 중앙동4가 15-3,Y,25,30,0,0,0,0,39,0,0,부산항만공사,,09~18,,35.10289562,129.0414713,공공기관,교통시설,수세식,N,없음,Y,N,없음,,2021-10-25
748,개방화장실,대청동주민센터,"부산광역시 중구 대청로99번길 14-1, 대청동 주민센터 (대청동2가)",부산광역시 중구 대청동2가 2-2,Y,3,3,0,0,0,0,2,0,0,중구청,,09~18,,35.10424061,129.031089,지방자치단체,공공용시설,수세식,N,없음,Y,N,없음,,2021-10-25
749,개방화장실,광복동주민센터,"부산광역시 중구 광복로55번길 10, 광복동 주민센터 (신창동1가)",부산광역시 중구 신창동1가 9-1,Y,5,6,0,0,0,0,5,0,0,중구청,,09~18,,35.09995993,129.030401,지방자치단체,공공용시설,수세식,N,없음,Y,N,없음,,2021-10-25
750,개방화장실,남포동주민센터,"부산광역시 중구 자갈치로 68-1, 남포동 주민센터 (남포동4가)",부산광역시 중구 남포동4가 32-2,Y,3,4,0,0,0,0,4,0,0,중구청,,09~18,,35.09736387,129.031678,지방자치단체,공공용시설,수세식,N,없음,Y,N,없음,,2021-10-25
751,개방화장실,영주1동주민센터,"부산광역시 중구 대영로224번길 10, 영주1동 주민센터 (영주동)",부산광역시 중구 영주동 671-3,Y,4,4,0,0,0,0,4,0,0,중구청,,09~18,,35.11110305,129.0350204,지방자치단체,공공용시설,수세식,N,없음,Y,N,없음,,2021-10-25
752,개방화장실,영주2동주민센터,"부산광역시 중구 동영로 71-2, 영주2동 주민센터 (영주동)",부산광역시 중구 영주동 278-9,Y,6,5,0,0,0,0,9,0,0,중구청,,09~18,,35.1115639,129.0318047,지방자치단체,공공용시설,수세식,N,없음,Y,N,없음,,2021-10-25
753,개방화장실,중앙동주민센터,"부산광역시 중구 중앙대로41번길 10, 중앙동 주민센터 (중앙동2가)",부산광역시 중구 중앙동2가 19,Y,1,2,0,0,0,0,1,0,0,중구청,,09~18,,35.10130243,129.0353425,지방자치단체,공공용시설,수세식,N,없음,Y,N,없음,,2021-10-25
754,개방화장실,보수동주민센터,"부산광역시 중구 보수대로140번길 61, 보수동 행정복지센터 (보수동1가)",부산광역시 중구 보수동1가 48-21,Y,2,1,0,0,0,0,1,0,0,중구청,,09~18,,35.10618152,129.0246936,지방자치단체,공공용시설,수세식,N,없음,Y,N,없음,,2021-10-25
755,개방화장실,부평동주민센터,"부산광역시 중구 중구로29번길 23, 부평동 주민센터 (부평동1가)",부산광역시 중구 부평동1가 30-27,Y,3,6,0,0,0,0,2,0,0,중구청,,09~18,,35.10036107,129.0265387,지방자치단체,공공용시설,수세식,N,없음,Y,N,없음,,2021-10-25
756,개방화장실,동광동주민센터,"부산광역시 중구 동광길 49, 동광동 주민센터40계단문화관 (동광동5가)",부산광역시 중구 동광동5가 44-3,Y,8,6,0,0,0,0,8,0,0,중구청,,09~18,,35.10500721,129.0344802,지방자치단체,공공용시설,수세식,N,없음,Y,N,없음,,2021-10-25
757,개방화장실,중구청,"부산광역시 중구 중구로 120, 중구청 (대청동1가)",부산광역시 중구 대청동1가 1-4,Y,19,21,8,8,0,0,12,8,0,중구청,,09~18,,35.10619725,129.0323514,지방자치단체,공공용시설,수세식,N,없음,N,N,없음,,2021-10-25
758,개방화장실,중부소방서,"부산광역시 중구 중앙대로 105, 부산중부경찰서 (대창동1가)",부산광역시 중구 대창동1가 40,Y,8,9,0,0,0,0,1,0,0,부산시,,09~18,,35.1074209,129.0359245,지방자치단체,공공용시설,수세식,N,없음,Y,N,없음,,2021-10-25
759,개방화장실,부산세관,"부산광역시 중구 충장대로 20, 부산세관 (중앙동4가)",부산광역시 중구 중앙동4가 17-26,Y,37,49,0,0,0,0,26,0,0,관세청,,09~18,,35.1046453,129.0378806,국가,공공용시설,수세식,N,없음,Y,N,없음,,2021-10-25
760,개방화장실,법무부출입국관리소,"부산광역시 중구 충장대로 22-1, 부산출입국외국인청 (중앙동4가)",부산광역시 중구 중앙동4가 17-26,Y,15,9,0,0,0,0,7,0,0,국세청,,09~18,,35.10453528,129.0394282,국가,공공용시설,수세식,N,없음,Y,N,없음,,2021-10-25
761,개방화장실,국제식물검역인증원,부산광역시 중구 중앙대로 77-1 (중앙동4가),부산광역시 중구 중앙동4가 28-8,Y,2,2,0,0,0,0,2,0,0,국제식물검역인증원,,09~18,,35.10462924,129.0359842,국가,공공용시설,수세식,N,없음,Y,N,없음,,2021-10-25
762,개방화장실,부산지방기상청,부산광역시 중구 복병산길32번길 5-11 (대청동1가),부산광역시 중구 대청동1가 9-305,Y,1,1,0,0,0,0,2,0,0,중앙관상대부산측후소,,09~18,,35.10479588,129.0322358,국가,공공용시설,수세식,N,없음,Y,N,없음,,2021-10-25
763,개방화장실,상수도사업본부 중동부사업소,부산광역시 중구 샘길 10 (대청동1가),부산광역시 중구 대청동1가 6-4,Y,3,3,0,0,0,0,3,0,0,부산시,,09~18,,35.10612061,129.0330468,지방자치단체,공공용시설,수세식,N,없음,Y,N,없음,,2021-10-25
764,개방화장실,한국전기안전공사부산울산지역,부산광역시 중구 해관로 27 (중앙동2가),부산광역시 중구 중앙동2가 18-1,Y,10,18,0,0,0,0,5,0,0,한국전기안전공사,,09~18,,35.1013732,129.0355284,국가,공공용시설,수세식,N,없음,Y,N,없음,,2021-10-25
765,개방화장실,부산지방보훈청,부산광역시 중구 중앙대로148번길 13 (중앙동4가),부산광역시 중구 중앙동4가 74-11,Y,10,5,0,0,0,0,10,0,0,부산지방보훈청,,09~18,,35.1104947,129.0392966,지방자치단체,공공용시설,수세식,N,없음,Y,N,없음,,2021-10-25
766,개방화장실,국립수산물품질검사원,부산광역시 중구 중앙대로30번길 8 (중앙동6가),부산광역시 중구 중앙동6가 10-4,Y,9,8,0,0,0,0,8,0,0,국립수산물품질검사원,,09~18,,35.09978195,129.037387,공공기관,공공용시설,수세식,N,없음,Y,N,없음,,2021-10-25
767,개방화장실,글마루작은도서관,부산광역시 중구 동영로 87-1 (영주동),부산광역시 중구 영주동 95-13,Y,2,2,0,0,0,0,2,0,0,문화관광과,,상시(남자화장실만),,35.11273331,129.0316239,지방자치단체,공공용시설,수세식,N,없음,Y,N,없음,,2021-10-25
768,개방화장실,남포동관광안내소,"부산광역시 중구 구덕로 31, 관광안내소 (남포동4가)",부산광역시 중구 남포동4가 18-2,Y,1,1,0,0,0,0,2,0,0,중구청,,09~18,,35.0976639,129.0323159,지방자치단체,공공용시설,수세식,N,없음,Y,N,없음,,2021-10-25
769,개방화장실,보수동책방골목문화관,부산광역시 중구 대청로 61-2 (보수동1가),부산광역시 중구 보수동1가 130-3,Y,3,3,0,0,0,0,5,0,0,중구청 문화관광과,,09~18,,35.10321744,129.0267005,지방자치단체,공공용시설,수세식,N,없음,Y,N,없음,,2021-10-25
770,개방화장실,부평공영주차장,"부산광역시 중구 중구로33번길 32, 부평공영주차장 (부평동2가)",부산광역시 중구 부평동2가 18-2,Y,2,2,0,0,0,0,3,0,0,중구청 교통행정과,,09~18,,35.10110314,129.0261857,지방자치단체,교통시설,수세식,N,없음,Y,N,없음,,2021-10-25
771,개방화장실,부평공영주차장,"부산광역시 중구 대청로 120, 용두산공영주차장 (대청동1가)",부산광역시 중구 대청동1가 43-1,Y,1,1,0,0,0,0,2,0,0,중구청 교통행정과,,09~18,,35.10261873,129.0329935,지방자치단체,교통시설,수세식,N,없음,Y,N,없음,,2021-10-25
772,개방화장실,대청공영주차장,"부산광역시 중구 망양로 333, 대청공영주차장 (대청동4가)",부산광역시 중구 대청동4가 2-119,Y,2,2,0,0,0,0,3,0,0,중구청 교통행정과,,09~18,,35.10752356,129.0296274,지방자치단체,교통시설,수세식,N,없음,Y,N,없음,,2021-10-25
773,개방화장실,부평깡통시장 상인회,부산광역시 중구 중구로43번길 31-1 (부평동2가),부산광역시 중구 부평동2가 14-16,Y,1,1,0,0,0,0,3,0,0,중구청 일자리경제과,,09~18,,35.10168342,129.0262173,지방자치단체,상업시설,수세식,N,없음,Y,N,없음,,2021-10-25
774,개방화장실,자갈치공중화장실,"부산광역시 중구 자갈치해안로 58, 자갈치 공중화장실 (남포동4가)",부산광역시 중구 남포동4가 37-5,Y,5,4,0,0,0,0,9,0,0,자갈치 어패류조합,,09~18,,35.09667549,129.0314346,지방자치단체,상업시설,수세식,N,없음,Y,N,없음,,2021-10-25
775,개방화장실,보수동 어린이도서관,"부산광역시 중구 대청로 57-16, 보수동 책방골목 어린이 도서관 (보수동1가)",부산광역시 중구 보수동1가 125-5,Y,3,2,0,0,0,0,3,0,0,중구청 문화관광과,,10~20,,35.10336395,129.0262271,지방자치단체,공공용시설,수세식,N,없음,Y,N,없음,,2021-10-25
776,개방화장실,부산영화박물관,"부산광역시 중구 대청로126번길 12, 부산영화체험박물관 (동광동3가)",부산광역시 중구 동광동3가 41-4,Y,2,3,0,0,0,0,5,0,0,부산시,,09~18,,35.10169228,129.033592,지방자치단체,관광·체육시설,수세식,N,없음,Y,N,없음,,2021-10-25
777,개방화장실,부산 중구관광안내소,"부산광역시 중구 태종로 8, 중구 관광안내소 (남포동1가)",부산광역시 중구 남포동1가 33-9,Y,0,1,0,0,0,0,1,0,0,중구청 문화관광과,,09~18,,35.09725264,129.0356805,지방자치단체,관광·체육시설,수세식,N,없음,Y,N,없음,,2021-10-25
778,개방화장실,창선119안전센터,부산광역시 중구 대청로 68-1 (부평동1가),부산광역시 중구 부평동1가 2-4,Y,3,2,0,0,0,0,3,0,0,경찰청,,09~18,,35.10284855,129.027344,국가,공공용시설,수세식,N,없음,Y,N,없음,,2021-10-25
779,개방화장실,중부경찰서,"부산광역시 중구 중앙대로 105, 부산중부경찰서 (대창동1가)",부산광역시 중구 대창동1가 40,Y,15,14,0,0,0,0,4,0,0,경찰청,,09~18,,35.1074209,129.0359245,국가,공공용시설,수세식,N,없음,Y,N,없음,,2021-10-25
780,개방화장실,부평파출소,부산광역시 중구 보수대로44번길 27 (부평동4가),부산광역시 중구 부평동4가 2-8,Y,3,3,0,0,0,0,3,0,0,경찰청,,09~18,,35.10298667,129.0237927,국가,공공용시설,수세식,N,없음,Y,N,없음,,2021-10-25
781,개방화장실,보수파출소,부산광역시 중구 흑교로 77 (보수동2가),부산광역시 중구 보수동2가 50-6,Y,2,1,0,0,0,0,2,0,0,경찰청,,09~18,,35.10597771,129.0233856,국가,공공용시설,수세식,N,없음,Y,N,없음,,2021-10-25
782,개방화장실,남포지구대,"부산광역시 중구 해관로 19, 남포지구대 (중앙동1가)",부산광역시 중구 중앙동1가 23-17,Y,1,4,0,0,0,0,1,0,0,경찰청,,09~18,,35.10053931,129.0355576,국가,공공용시설,수세식,N,없음,Y,N,없음,,2021-10-25
783,개방화장실,창선치안센터,"부산광역시 중구 광복중앙로 1, 창선치안센터 (창선동1가)",부산광역시 중구 창선동1가 44,Y,1,1,0,0,0,0,1,0,0,경찰청,,09~18,,35.09947155,129.0311664,국가,공공용시설,수세식,N,없음,Y,N,없음,,2021-10-25
784,개방화장실,대청파출소,부산광역시 중구 중구로 103-1 (대청동4가),부산광역시 중구 대청동4가 26-24,Y,2,2,0,0,0,0,1,0,0,경찰청,,09~18,,35.10587284,129.0313832,국가,공공용시설,수세식,N,없음,Y,N,없음,,2021-10-25
785,개방화장실,중앙치안센터,부산광역시 중구 해관로 83 (중앙동4가),부산광역시 중구 중앙동4가 52-12,Y,3,2,0,0,0,0,3,0,0,경찰청,,09~18,,35.10636452,129.0352609,국가,공공용시설,수세식,N,없음,Y,N,없음,,2021-10-25
786,개방화장실,영주파출소,부산광역시 중구 동영로 77 (영주동),부산광역시 중구 영주동 277-17,Y,1,1,0,0,0,0,1,0,0,경찰청,,09~18,,35.1119108,129.0321944,국가,공공용시설,수세식,N,없음,Y,N,없음,,2021-10-25
787,개방화장실,중부산세무서,"부산광역시 중구 흑교로 64, 중부산세무서 (보수동1가)",부산광역시 중구 보수동1가 50-4,Y,12,2,0,0,0,0,12,0,0,국세청,,09~18,,35.10531056,129.0248483,국가,공공용시설,수세식,N,없음,Y,N,없음,,2021-10-25
788,개방화장실,부산우체국,"부산광역시 중구 중앙대로 63, 부산우체국 (중앙동3가)",부산광역시 중구 중앙동3가 1,Y,41,70,0,0,0,0,61,0,0,부산우체국,,09~18,,35.10336358,129.0359761,국가,공공용시설,수세식,N,없음,Y,N,없음,,2021-10-25
789,개방화장실,보수우체국,"부산광역시 중구 흑교로45번길 7, 부산보수동우체국 (보수동2가)",부산광역시 중구 보수동2가 118-2,Y,1,1,0,0,0,0,1,0,0,보수우체국,,09~18,,35.10347638,129.0242613,국가,공공용시설,수세식,N,없음,Y,N,없음,,2021-10-25
790,개방화장실,창선우체국,"부산광역시 중구 광복로39번길 3-1, 부산창선동우체국 (창선동2가)",부산광역시 중구 창선동2가 5,Y,2,2,0,0,0,0,1,0,0,창선우체국,,09~18,,35.09961452,129.0292976,국가,공공용시설,수세식,N,없음,Y,N,없음,,2021-10-25
791,개방화장실,부산전화국,부산광역시 중구 중앙대로 136 (중앙동4가),부산광역시 중구 중앙동4가 77-5,Y,15,15,0,0,0,0,11,0,0,부산전화국,,09~18,,35.10954181,129.0376619,국가,공공용시설,수세식,N,없음,Y,N,없음,,2021-10-25
792,개방화장실,종합사회복지관,부산광역시 중구 망양로 309 (대청동4가),부산광역시 중구 대청동4가 75-7,Y,17,19,0,0,0,0,17,0,0,중구청 주민복지과,,09~18,,35.10578462,129.0282406,지방자치단체,공공용시설,수세식,N,없음,Y,N,없음,,2021-10-25
793,개방화장실,민주공원,부산광역시 중구 민주공원길 19 (영주동),부산광역시 중구 영주동 산 10-7,Y,10,16,0,0,0,0,18,0,0,중구청,,09~18,,35.10968396,129.028028,지방자치단체,공공용시설,수세식,N,없음,Y,N,없음,,2021-10-25
794,개방화장실,부산근대역사관,"부산광역시 중구 대청로 104, 부산근대역사관 (대청동2가)",부산광역시 중구 대청동2가 24-2,Y,4,6,0,0,0,0,6,0,0,부산시,,09~18,,35.10267057,129.0311595,지방자치단체,공공용시설,수세식,N,없음,Y,N,없음,,2021-10-25
795,개방화장실,백산기념관,"부산광역시 중구 백산길 11, 백산기념관 (동광동3가)",부산광역시 중구 동광동3가 10-1,Y,2,1,0,0,0,0,2,0,0,중구청 문화관광과,,09~18,,35.10195934,129.0345669,지방자치단체,관광·체육시설,수세식,N,없음,Y,N,없음,,2021-10-25
796,개방화장실,청소년 문화의집,부산광역시 중구 보수대로124번길 24-2 (보수동2가),부산광역시 중구 보수동2가 64-1,Y,1,4,0,0,0,0,1,0,0,중구청 여성가족과,,09~18,,35.10574366,129.0226304,지방자치단체,공공용시설,수세식,N,없음,Y,N,없음,,2021-10-25
797,개방화장실,웰빙체육관,부산광역시 중구 영주로 89 (영주동),부산광역시 중구 영주동 71-6,Y,7,8,0,0,0,0,4,0,0,중구청 자치행정과,,09~18,,35.11480739,129.0316493,지방자치단체,관광·체육시설,수세식,N,없음,Y,N,없음,,2021-10-25
798,개방화장실,노인복지회관,부산광역시 중구 책방골목길 3-1 (보수동1가),부산광역시 중구 보수동1가 113,Y,6,7,0,0,0,0,11,0,0,중구청 여성가족과,,09~18,,35.10414121,129.0261791,지방자치단체,공공용시설,수세식,N,없음,Y,N,없음,,2021-10-25
799,개방화장실,부산데파트,"부산광역시 중구 중앙대로 21, 부산데파트 (중앙동6가)",부산광역시 중구 중앙동6가 66-3,Y,16,20,0,0,0,0,16,0,0,부산데파트 번영회,,09~18,,35.09951017,129.036142,민간,상업시설,수세식,N,없음,Y,N,없음,,2021-10-25
800,개방화장실,교보생명빌딩,"부산광역시 중구 충장대로 7, 교보생명빌딩 (중앙동4가)",부산광역시 중구 중앙동4가 88-7,Y,54,56,0,0,0,0,50,0,0,교보생명,,09~18,,35.10564122,129.0372571,민간,기타,수세식,N,없음,Y,N,없음,,2021-10-25
801,개방화장실,STX PanOcean,"부산광역시 중구 중앙대로 102, 팬오션(주)부산빌딩 (중앙동4가)",부산광역시 중구 중앙동4가 83-5,Y,36,54,0,0,0,0,54,0,0,STX,,09~18,,35.10671819,129.0365295,민간,기타,수세식,N,없음,Y,N,없음,,2021-10-25
802,개방화장실,동주빌딩,부산광역시 중구 중앙대로42번길 5 (중앙동5가),부산광역시 중구 중앙동5가 13,Y,22,33,0,0,0,0,18,0,0,동주빌딩,,09~18,,35.101554,129.0373397,민간,기타,수세식,N,없음,Y,N,없음,,2021-10-25
803,개방화장실,동방빌딩,부산광역시 중구 중앙대로 22 (중앙동6가),부산광역시 중구 중앙동6가 72,Y,10,15,0,0,0,0,5,0,0,동방빌딩,,09~18,,35.09946594,129.0369402,민간,기타,수세식,N,없음,Y,N,없음,,2021-10-25
804,개방화장실,산업은행 부산지점,부산광역시 중구 대청로 136 (중앙동2가),부산광역시 중구 중앙동2가 44-1,Y,24,29,0,0,0,0,17,0,0,산업은행,,09~18,,35.10253882,129.0348391,민간,기타,수세식,N,없음,Y,N,없음,,2021-10-25
805,개방화장실,한국선원센터,"부산광역시 중구 충장대로9번길 66, 한국선원센터 (중앙동4가)",부산광역시 중구 중앙동4가 74-7,Y,1,2,0,0,0,0,1,0,0,한국선원센터,,09~18,,35.11091461,129.0394486,민간,기타,수세식,N,없음,Y,N,없음,,2021-10-25
806,개방화장실,고심정사,부산광역시 중구 대청로135번길 20 (중앙동4가),부산광역시 중구 중앙동4가 37-12,Y,1,1,0,0,0,0,1,0,0,고심정사,,09~18,,35.10448333,129.0349864,민간,기타,수세식,N,없음,Y,N,없음,,2021-10-25
807,개방화장실,국민은행 부산종합금융센터,부산광역시 중구 중앙대로 49 (중앙동2가),부산광역시 중구 중앙동2가 15-1,Y,1,2,0,0,0,0,2,0,0,국민은행,,09~18,,35.10215877,129.0361282,민간,기타,수세식,N,없음,Y,N,없음,,2021-10-25
808,개방화장실,케이엘씨에스엠(주),부산광역시 중구 충장대로5번길 22 (중앙동4가),부산광역시 중구 중앙동4가 84-5,Y,1,1,0,0,0,0,1,0,0,케이엘씨에스엠,,09~18,,35.10724575,129.0371985,민간,기타,수세식,N,없음,Y,N,없음,,2021-10-25
809,개방화장실,동양빌딩,부산광역시 중구 광복로97번길 18 (동광동2가),부산광역시 중구 동광동2가 4,Y,25,24,0,0,0,0,16,0,0,동양빌딩,,09~18,,35.10023442,129.0353492,민간,기타,수세식,N,없음,Y,N,없음,,2021-10-25
810,개방화장실,조흥빌딩,부산광역시 중구 광복로97번길 26-2 (동광동2가),부산광역시 중구 동광동2가 1,Y,26,26,0,0,0,0,14,0,0,조흥빌딩,,09~18,,35.10096787,129.0348942,민간,기타,수세식,N,없음,Y,N,없음,,2021-10-25
811,개방화장실,충무횟집,부산광역시 중구 자갈치해안로 27 (남포동6가),부산광역시 중구 남포동6가 9-2,Y,1,1,0,0,0,0,1,0,0,충무횟집,,09~18,,35.09652253,129.0282132,민간,기타,수세식,N,없음,Y,N,없음,,2021-10-25
812,개방화장실,부산관광호텔,부산광역시 중구 광복로97번길 23 (동광동2가),부산광역시 중구 동광동2가 12-1,Y,3,3,0,0,0,0,6,0,0,부산관광호텔,,09~18,,35.1002923,129.0346289,민간,기타,수세식,N,없음,Y,N,없음,,2021-10-25
813,개방화장실,장터식당,부산광역시 중구 광복로 19-1 (부평동1가),부산광역시 중구 부평동1가 35-20,Y,1,2,0,0,0,0,1,0,0,장터식당,,09~18,,35.09964444,129.0272992,민간,상업시설,수세식,N,없음,Y,N,없음,,2021-10-25
814,개방화장실,경원주차장,"부산광역시 중구 자갈치로 43, 경원주차빌딩 (남포동5가)",부산광역시 중구 남포동5가 84,Y,1,2,0,0,0,0,1,0,0,경원주차장,,09~18,,35.09740205,129.0289362,민간,교통시설,수세식,N,없음,Y,N,없음,,2021-10-25
815,개방화장실,부산해운센터,"부산광역시 중구 광복로97번길 20, 부산해운센터 (동광동2가)",부산광역시 중구 동광동2가 3-2,Y,3,3,0,0,0,0,6,0,0,부산해운센터,,09~18,,35.10046433,129.0351602,민간,기타,수세식,N,없음,Y,N,없음,,2021-10-25
816,개방화장실,순대마을 부평점,부산광역시 중구 중구로23번길 43 (부평동2가),부산광역시 중구 부평동2가 59-1,Y,1,1,0,0,0,0,1,0,0,순대마을,,09~18,,35.09999424,129.0255282,민간,기타,수세식,N,없음,Y,N,없음,,2021-10-25
817,개방화장실,야우 보쌈,부산광역시 중구 중구로23번길 30 (부평동2가),부산광역시 중구 부평동2가 24-5,Y,1,1,0,0,0,0,1,0,0,야우 보쌈,,09~18,,35.10011837,129.0263078,민간,기타,수세식,N,없음,Y,N,없음,,2021-10-25
818,개방화장실,국애밥 돼지국밥,"부산광역시 중구 남포길 37-1, 국애밥 (남포동2가)",부산광역시 중구 남포동2가 8,Y,1,1,0,0,0,0,1,0,0,송훈,051-253-7004,11~22시,,35.09836321,129.0328856,민간,기타,수세식,N,없음,N,N,없음,,2021-10-25
819,개방화장실,KB국민은행 광복동지점,"부산광역시 중구 광복로 45, KB국민은행 광복동지점 (창선동1가)",부산광역시 중구 창선동1가 15,Y,2,3,0,1,0,0,4,1,0,KB국민은행 광복점,,07:30~17:00,,35.09946078,129.0299966,민간,상업시설,수세식,N,없음,Y,N,없음,,2021-10-25
820,개방화장실,보수종합시장,"부산광역시 중구 보수대로 94, 보수종합시장 (보수동3가)",부산광역시 중구 보수동3가 46-1,Y,5,5,0,0,0,0,5,0,0,보수종합시장 번영회,,09~18,,35.10421143,129.0218075,민간,상업시설,수세식,N,없음,Y,N,없음,,2021-10-25
821,개방화장실,국제시장 1공구,"부산광역시 중구 국제시장2길 33, 국제시장1공구 (신창동4가)",부산광역시 중구 신창동4가 44-3,Y,4,5,0,0,0,0,7,0,0,국제시장 번영회,,09~18,,35.10238037,129.0283039,민간,상업시설,수세식,N,없음,Y,N,없음,,2021-10-25
